170 73 -55
171 13 44
172 13 45
173 15 42
174 45 -10
175 22 36
176 68 -50
177 15 43
178 35 11
179 41 -1
180 16 38
181 20 32
182 46 3
183 34 2
184 40 1
185 29 23
186 9 49
187 20 38
188 54 -9
189 14 44
190 30 25
191 57 -15
192 44 9
193 35 16
194 51 -15
195 30 10
196 88 -77
197 21 36
198 90 -87
199 17 39
200 64 -26
201 76 -70
202 12 45
203 31 18
204 60 -14
205 18 38
206 99 -107
207 7 51
208 67 -29
209 23 32
210 41 6
211 31 22
212 10 48
213 14 43
214 37 12
215 13 43
216 10 48
217 12 45
218 22 32
219 50 -36
220 65 -18
221 62 -17
222 50 -15
223 96 -89
224 25 32
225 33 18
226 47 -4
227 34 23
228 26 30
229 41 3
230 54 -21
231 90 -80
232 25 27
233 26 32
234 66 -15
235 18 40
236 34 22
237 39 9
238 13 45
239 23 35
240 35 15
241 16 40
242 12 46
243 88 -88
244 64 -19
245 23 31
246 27 29
247 22 34
248 15 43
249 7 51
250 60 -27
251 47 -9
252 30 24
253 43 4
254 8 50
255 28 27
256 35 20
257 24 24
258 71 -48
259 29 25
260 10 48
261 88 -79
262 12 46
263 13 45
264 22 31
265 34 17
266 71 -42
267 16 42
268 38 11
269 73 -38
270 73 -57
271 35 18
272 22 36
273 26 32
274 14 44
275 10 48
276 24 31
277 29 23
278 34 19
279 8 50
280 69 -37
281 10 48
282 13 45
283 65 -32
284 24 28
285 18 40
286 28 30
287 42 0
288 28 26
289 14 44
290 41 8
291 23 30
292 29 18
293 21 34
294 16 42
295 25 32
296 15 43
297 11 47
298 13 45
299 21 36
300 19 38
301 8 50
302 67 -25
303 53 -15
304 22 30
305 27 28
306 43 0
307 10 48
308 10 48
309 12 46
310 50 -8
311 11 47
312 10 48
313 45 -2
314 13 45
315 57 -3
316 29 28
317 25 31
318 37 2
319 12 45
320 14 44
321 27 30
322 53 -12
323 34 9
324 13 45
325 25 30
326 11 47
327 25 32
328 10 48
329 90 -76
330 18 40
331 35 14
332 20 35
333 11 47
334 24 33
335 31 27
336 17 39
337 20 37
338 46 3
339 23 26
340 25 32
341 21 37
342 20 32
343 16 42
344 15 43
345 24 27
346 55 -9
347 36 14
348 89 -61
349 25 32
350 9 49
351 17 41
352 72 -60
353 18 40
354 18 40
355 25 29
356 23 25
357 22 34
358 47 -7
359 37 9
360 14 44
361 61 -34
362 9 49
363 31 19
364 10 48
365 54 -22
366 81 -50
367 10 48
368 32 20
369 35 6
370 9 49
371 10 48
372 12 46
373 21 29
374 12 46
375 41 7
376 14 44
377 24 32
378 11 47
379 48 2
380 25 31
381 11 47
382 15 42
383 24 31
384 36 20
385 22 34
386 10 48
387 11 47
388 14 44
389 16 42
390 43 6
391 13 45
392 32 13
393 10 48
394 9 49
395 13 45
396 41 1
397 33 19
398 16 42
399 29 24
400 30 25
401 40 12
402 8 50
403 15 43
404 12 46
405 20 34
406 12 46
407 12 46
408 17 41
409 11 47
410 13 45
411 45 -2
412 12 46
413 13 45
414 22 30
415 55 -11
416 45 4
417 15 43
418 23 29
419 16 40
420 13 45
421 13 43
422 11 47
423 18 39
424 33 17
425 22 36
426 25 25
427 19 39
428 13 45
429 17 37
430 14 44
431 27 26
432 14 44
433 10 48
434 25 32
435 9 49
436 51 -7
437 17 41
438 8 50
439 68 -34
440 11 47
441 47 -21
442 10 48
443 27 28
444 20 38
445 16 41
446 13 45
447 13 45
448 14 40
449 11 47
450 45 -1
451 13 45
452 14 44
453 20 37
454 20 37
455 20 35
456 13 45
457 25 30
458 13 45
459 42 2
460 15 42
461 10 48
462 14 44
463 16 41
464 47 -2
465 14 43
466 27 29
467 23 31
468 11 47
469 23 24
470 25 32
471 28 29
472 20 31
473 9 49
474 10 48
475 8 50
476 27 29
477 18 40
478 23 35
479 13 41
480 22 27
481 15 43
482 26 32
483 7 51
484 29 23
485 12 46
486 22 31
487 55 -15
488 12 46
489 71 -30
490 14 43
491 18 34
492 9 49
493 9 49
494 22 36
495 18 38
496 24 31
497 8 50
498 46 3
499 9 48
500 10 48
501 39 10
502 12 41
503 9 49
504 11 47
505 20 38
506 10 48
507 9 49
508 11 47
509 15 43
510 29 26
511 21 33
512 23 31
513 17 41
514 17 41
515 11 47
516 18 40
517 10 48
518 26 30
519 10 48
520 11 47
521 17 37
522 20 37
523 9 49
524 16 38
525 10 48
526 17 41
527 18 39
528 16 38
529 11 47
530 28 25
531 13 45
532 8 50
533 8 50
534 10 48
535 11 47
536 23 34
537 13 41
538 12 46
539 22 33
540 18 40
541 11 47
542 23 27
543 20 36
544 21 37
545 12 46
546 25 30
547 23 21
548 14 44
549 18 36
550 17 41
551 22 35
552 16 40
553 10 48
554 15 39
555 49 -11
556 30 26
557 24 34
558 16 42
559 17 41
560 11 47
561 31 23
562 17 41
563 23 35
564 25 33
565 72 -40
566 19 35
567 13 45
568 13 45
569 15 43
570 13 45
571 54 -21
572 27 18
573 17 41
574 16 42
575 35 20
576 14 42
577 14 44
578 15 43
579 16 42
580 15 43
581 14 44
582 13 45
583 21 37
584 13 45
585 32 23
586 21 37
587 11 47
588 8 50
589 11 47
590 8 50
591 10 48
592 18 40
593 24 25
594 10 48
595 42 11
596 16 42
597 10 48
598 26 27
599 15 39
600 26 27
601 54 -19
602 14 44
603 42 0
604 16 42
605 12 45
606 8 50
607 19 38
608 34 2
609 22 28
610 11 47
611 11 47
612 12 46
613 21 35
614 35 19
615 92 -75
616 12 46
617 14 44
618 27 29
619 14 44
620 11 47
621 11 47
622 24 29
623 23 33
624 19 39
625 29 27
626 7 51
627 10 48
628 10 48
629 14 40
630 24 31
631 25 20
632 10 48
633 27 19
634 19 38
635 26 31
636 22 34
637 14 44
638 44 4
639 10 48
640 42 5
641 24 30
642 28 29
643 18 37
644 22 34
645 24 29
646 19 34
647 19 39
648 29 25
649 16 42
650 12 44
651 14 44
652 17 41
653 13 45
654 11 47
655 12 42
656 13 45
657 26 29
658 11 47
659 31 26
660 25 29
661 16 42
662 14 44
663 16 42
664 13 45
665 23 33
666 13 45
667 7 51
668 21 35
669 12 46
670 21 35
671 21 36
672 15 43
673 20 38
674 10 48
675 14 44
676 15 43
677 11 47
678 12 46
679 12 46
680 11 47
681 47 -23
682 19 39
683 19 36
684 10 48
685 9 49
686 11 47
687 67 -30
688 20 38
689 30 18
690 16 42
691 20 34
692 18 38
693 31 23
694 31 25
695 27 31
696 17 41
697 17 41
698 14 44
699 8 50
700 10 48
701 15 43
702 13 45
703 14 44
704 15 42
705 18 40
706 13 45
707 12 42
708 13 45
709 15 39
710 14 44
711 15 43
712 26 31
713 13 45
714 46 -7
715 38 12
716 15 43
717 16 41
718 12 46
719 15 43
720 19 39
721 16 42
722 11 47
723 15 43
724 17 41
725 13 41
726 27 27
727 23 34
728 8 50
729 11 47
730 11 47
731 10 48
732 21 37
733 30 20
734 10 47
735 32 19
736 7 51
737 13 43
738 23 30
739 15 43
740 15 43
741 15 43
742 15 42
743 30 25
744 14 44
745 35 1
746 16 42
747 15 42
748 14 40
749 19 36
750 25 33
751 22 32
752 26 32
753 20 36
754 23 33
755 14 44
756 10 48
757 11 47
758 13 45
759 13 45
760 37 11
761 12 46
762 12 41
763 15 43
764 7 51
765 27 31
766 11 47
767 11 47
768 29 21
769 25 33
770 14 44
771 27 27
772 10 47
773 12 46
774 24 30
775 29 22
776 34 21
777 14 44
778 15 43
779 19 39
780 13 45
781 17 41
782 19 37
783 19 37
784 15 43
785 21 36
786 15 43
787 22 29
788 14 44
789 25 31
790 18 39
791 16 38
792 9 49
793 22 29
794 17 40
795 11 47
796 30 27
797 11 47
798 25 27
799 11 47
800 10 48
801 14 44
802 10 48
803 21 37
804 11 47
805 19 39
806 23 35
807 11 47
808 14 42
809 11 47
810 21 36
811 24 28
812 11 47
813 14 44
814 20 36
815 13 45
816 23 33
817 12 46
818 41 3
819 15 43
820 15 43
821 9 49
822 21 33
823 10 48
824 13 45
825 13 45
826 18 40
827 15 43
828 15 43
829 13 45
830 15 43
831 14 40
832 17 39
833 13 41
834 11 47
835 8 50
836 18 39
837 26 28
838 25 25
839 13 45
840 13 45
841 17 41
842 11 47
843 14 44
844 14 44
845 8 50
846 46 -1
847 24 32
848 35 19
849 27 31
850 13 45
851 16 42
852 12 46
853 14 44
854 13 45
855 12 46
856 22 35
857 11 47
858 19 39
859 18 39
860 13 45
861 37 12
862 16 42
863 14 44
864 17 41
865 12 46
866 29 22
867 12 46
868 20 35
869 11 47
870 15 42
871 11 47
872 13 44
873 11 47
874 19 39
875 35 15
876 21 37
877 14 44
878 11 47
879 23 35
880 8 50
881 21 36
882 10 48
883 16 42
884 14 44
885 11 47
886 11 47
887 21 35
888 12 46
889 10 48
890 13 45
891 10 48
892 16 42
893 8 50
894 11 47
895 10 48
896 14 44
897 11 47
898 10 48
899 15 43
900 13 45
901 17 41
902 14 44
903 13 45
904 8 50
905 29 27
906 19 38
907 20 38
908 18 39
909 25 28
910 12 46
911 12 46
912 10 48
913 10 48
914 26 25
915 14 39
916 20 35
917 15 43
918 14 44
919 21 33
920 19 39
921 34 17
922 17 40
923 15 43
924 11 47
925 10 48
926 11 47
927 48 -7
928 11 47
929 15 35
930 16 37
931 10 48
932 21 33
933 33 20
934 17 41
935 18 40
936 15 43
937 20 37
938 10 48
939 12 46
940 13 45
941 44 7
942 20 38
943 12 46
944 14 44
945 13 45
946 15 43
947 13 45
948 14 44
949 17 39
950 17 40
951 14 44
952 16 39
953 15 43
954 13 45
955 8 50
956 9 49
957 11 47
958 11 47
959 21 35
960 11 47
961 11 47
962 16 40
963 18 40
964 17 37
965 15 43
966 20 35
967 13 45
968 11 47
969 13 45
970 22 35
971 15 42
972 12 46
973 12 46
974 17 39
975 13 45
976 15 43
977 19 39
978 21 34
979 13 45
980 16 42
981 49 0
982 14 44
983 23 35
984 22 31
985 20 38
986 16 42
987 11 47
988 11 47
989 21 35
990 10 48
991 14 44
992 14 44
993 12 46
994 19 39
995 11 47
996 15 43
997 15 43
998 18 39
999 16 42
1000 23 35
1001 35 14
1002 15 43
1003 10 48
1004 11 47
1005 10 48
1006 18 40
1007 20 31
1008 13 44
1009 16 42
1010 9 49
1011 629 -1062
1012 21 30
1013 418 -731
1014 25 22
1015 191 -270
1016 19 37
1017 129 -160
1018 23 31
1019 16 41
1020 232 -311
1021 204 -249
1022 227 -372
1023 76 -44
1024 199 -282
1025 14 42
1026 305 -475
1027 41 2
1028 15 39
1029 27 28
1030 104 -109
1031 48 4
1032 73 -48
1033 30 24
1034 24 32
1035 118 -115
1036 8 50
1037 273 -388
1038 188 -238
1039 11 47
1040 8 50
1041 152 -191
1042 129 -127
1043 183 -224
1044 99 -103
1045 182 -207
1046 38 13
1047 17 41
1048 179 -212
1049 135 -150
1050 97 -122
1051 119 -129
1052 92 -99
1053 10 48
1054 9 49
1055 26 30
1056 30 27
1057 66 -51
1058 17 38
1059 171 -187
1060 178 -235
1061 102 -124
1062 94 -80
1063 24 30
1064 26 29
1065 31 21
1066 13 45
1067 30 23
1068 23 30
1069 9 49
1070 11 47
1071 126 -122
1072 39 4
1073 10 48
1074 124 -137
1075 45 7
1076 16 40
1077 12 46
1078 100 -95
1079 47 -1
1080 65 -37
1081 52 -13
1082 19 38
1083 40 2
1084 74 -42
1085 11 47
1086 39 14
1087 22 27
1088 23 34
1089 70 -52
1090 19 34
1091 70 -31
1092 52 -11
1093 113 -110
1094 15 40
1095 58 -19
1096 46 -6
1097 19 37
1098 49 -3
1099 140 -176
1100 12 46
1101 21 30
1102 14 44
1103 17 40
1104 10 48
1105 18 37
1106 72 -28
1107 13 44
1108 153 -182
1109 91 -68
1110 23 35
1111 14 43
1112 24 30
1113 38 14
1114 76 -52
1115 13 45
1116 12 46
1117 39 1
1118 11 47
1119 11 47
1120 9 49
1121 10 48
1122 17 41
1123 147 -162
1124 9 49
1125 17 41
1126 53 -32
1127 26 25
1128 62 -35
1129 163 -211
1130 37 16
1131 78 -41
1132 78 -53
1133 61 -20
1134 16 42
1135 83 -72
1136 22 35
1137 20 33
1138 12 46
1139 16 42
1140 13 45
1141 27 31
1142 78 -38
1143 86 -65
1144 149 -182
1145 85 -46
1146 98 -70
1147 24 34
1148 23 32
1149 7 51
1150 22 36
1151 21 26
1152 16 42
1153 10 48
1154 20 35
1155 46 3
1156 29 20
1157 12 46
1158 13 44
1159 11 47
1160 48 2
1161 113 -104
1162 11 47
1163 7 51
1164 11 47
1165 74 -38
1166 59 -34
1167 21 37
1168 16 41
1169 41 10
1170 101 -95
1171 16 42
1172 86 -70
1173 50 -11
1174 31 15
1175 13 45
1176 9 49
1177 53 -4
1178 13 45
1179 11 47
1180 20 36
1181 36 20
1182 119 -129
1183 60 -16
1184 17 40
1185 39 16
1186 14 44
1187 22 36
1188 10 48
1189 9 49
1190 12 46
1191 138 -141
1192 35 14
1193 32 14
1194 15 43
1195 20 38
1196 9 49
1197 54 -27
1198 26 27
1199 72 -50
1200 19 38
1201 11 47
1202 23 32
1203 10 48
1204 28 21
1205 15 39
1206 65 -36
1207 12 46
1208 10 48
1209 27 26
1210 14 44
1211 17 41
1212 25 28
1213 16 42
1214 24 33
1215 31 27
1216 9 49
1217 12 46
1218 17 41
1219 17 41
1220 53 -10
1221 129 -129
1222 12 46
1223 160 -172
1224 15 42
1225 40 9
1226 20 33
1227 18 39
1228 18 36
1229 8 50
1230 14 43
1231 14 44
1232 20 35
1233 51 -3
1234 11 47
1235 62 -38
1236 15 42
1237 15 43
1238 19 39
1239 17 40
1240 49 -2
1241 41 -2
1242 104 -106
1243 35 20
1244 24 34
1245 14 44
1246 10 48
1247 17 40
1248 106 -87
1249 42 2
1250 22 31
1251 8 50
1252 10 48
1253 26 30
1254 12 46
1255 23 33
1256 16 42
1257 184 -197
1258 17 41
1259 57 -12
1260 15 43
1261 42 7
1262 21 37
1263 24 31
1264 12 46
1265 29 27
1266 12 46
1267 46 5
1268 45 4
1269 80 -63
1270 17 39
1271 19 35
1272 31 27
1273 20 36
1274 8 50
1275 11 47
1276 113 -105
1277 16 42
1278 52 -2
1279 11 47
1280 51 -19
1281 17 37
1282 10 48
1283 14 44
1284 46 -4
1285 30 24
1286 10 48
1287 14 44
1288 90 -83
1289 20 30
1290 19 38
1291 10 48
1292 13 45
1293 11 47
1294 68 -33
1295 21 36
1296 36 15
1297 15 43
1298 17 39
1299 76 -51
1300 12 46
1301 71 -29
1302 9 49
1303 24 33
1304 41 3
1305 19 33
1306 16 42
1307 9 49
1308 12 46
1309 29 27
1310 14 44
1311 15 43
1312 8 50
1313 21 36
1314 8 50
1315 56 -8
1316 32 24
1317 34 22
1318 9 49
1319 38 6
1320 30 23
1321 9 49
1322 109 -115
1323 12 46
1324 13 45
1325 10 48
1326 48 1
1327 23 33
1328 22 35
1329 14 44
1330 155 -197
1331 27 27
1332 35 23
1333 18 37
1334 71 -41
1335 11 47
1336 19 36
1337 18 40
1338 12 46
1339 27 31
1340 48 -5
1341 81 -53
1342 42 2
1343 10 48
1344 11 47
1345 14 44
1346 51 -13
1347 9 49
1348 16 41
1349 95 -79
1350 18 40
1351 13 45
1352 40 9
1353 17 41
1354 20 38
1355 21 36
1356 67 -23
1357 14 44
1358 22 36
1359 13 45
1360 14 40
1361 26 32
1362 12 46
1363 24 32
1364 18 36
1365 11 47
1366 38 16
1367 12 46
1368 13 45
1369 85 -60
1370 20 36
1371 18 33
1372 30 23
1373 8 50
1374 74 -42
1375 20 38
1376 35 19
1377 21 35
1378 71 -40
1379 82 -57
1380 15 43
1381 102 -89
1382 56 -6
1383 10 48
1384 85 -58
1385 23 28
1386 21 31
1387 15 43
1388 30 22
1389 17 40
1390 17 39
1391 9 49
1392 10 48
1393 10 48
1394 11 47
1395 11 47
1396 8 50
1397 29 18
1398 38 9
1399 12 46
1400 51 -4
1401 162 -210
1402 46 -3
1403 8 50
1404 24 33
1405 10 44
1406 16 42
1407 120 -116
1408 20 36
1409 91 -81
1410 40 9
1411 9 49
1412 20 36
1413 43 9
1414 10 48
1415 13 42
1416 12 46
1417 20 38
1418 47 2
1419 19 36
1420 20 37
1421 17 39
1422 13 45
1423 19 29
1424 81 -54
1425 15 39
1426 10 48
1427 13 45
1428 82 -48
1429 15 43
1430 21 34
1431 16 42
1432 36 11
1433 11 47
1434 49 -6
1435 14 43
1436 65 -17
1437 10 48
1438 13 45
1439 16 42
1440 11 47
1441 23 34
1442 18 38
1443 16 42
1444 18 40
1445 20 37
1446 80 -41
1447 11 47
1448 13 45
1449 11 47
1450 12 46
1451 14 44
1452 17 40
1453 41 15
1454 23 32
1455 14 44
1456 18 40
1457 31 27
1458 20 38
1459 19 36
1460 11 47
1461 30 28
1462 37 12
1463 28 27
1464 18 40
1465 13 45
1466 12 46
1467 38 18
1468 9 49
1469 15 43
1470 77 -46
1471 25 33
1472 15 43
1473 20 38
1474 23 34
1475 14 44
1476 24 34
1477 26 32
1478 12 46
1479 75 -49
1480 12 46
1481 59 -19
1482 13 44
1483 14 43
1484 18 40
1485 12 46
1486 10 48
1487 23 35
1488 17 34
1489 34 21
1490 18 39
1491 15 43
1492 24 34
1493 18 40
1494 11 47
1495 23 35
1496 17 41
1497 19 39
1498 13 45
1499 9 49
1500 19 38
1501 13 45
1502 10 48
1503 17 41
1504 27 26
1505 13 45
1506 20 35
1507 11 47
1508 19 39
1509 44 8
1510 33 25
1511 26 32
1512 15 39
1513 7 51
1514 13 45
1515 15 42
1516 25 28
1517 8 50
1518 57 -8
1519 92 -72
1520 50 3
1521 17 41
1522 14 39
1523 11 47
1524 20 38
1525 23 24
1526 21 37
1527 19 39
1528 19 39
1529 11 47
1530 31 25
1531 92 -66
1532 92 -68
1533 15 41
1534 33 25
1535 114 -97
1536 17 41
1537 22 34
1538 16 42
1539 11 47
1540 15 43
1541 12 46
1542 25 33
1543 19 39
1544 9 49
1545 56 -18
1546 28 27
1547 40 18
1548 22 36
1549 14 44
1550 17 40
1551 47 -2
1552 13 45
1553 11 47
1554 30 27
1555 21 37
1556 24 33
1557 15 42
1558 19 39
1559 34 24
1560 10 48
1561 12 46
1562 12 42
1563 20 38
1564 23 35
1565 16 42
1566 14 44
1567 21 37
1568 11 47
1569 11 47
1570 21 37
1571 85 -79
1572 44 10
1573 13 45
1574 18 38
1575 19 38
1576 21 33
1577 19 39
1578 11 47
1579 12 46
1580 11 47
1581 14 44
1582 13 45
1583 11 47
1584 30 21
1585 39 10
1586 30 28
1587 29 25
1588 12 46
1589 8 50
1590 88 -69
1591 13 41
1592 91 -61
1593 126 -135
1594 18 36
1595 11 47
1596 25 26
1597 28 26
1598 19 37
1599 15 42
1600 10 48
1601 12 46
1602 22 36
1603 10 48
1604 32 24
1605 12 46
1606 34 20
1607 22 36
1608 19 37
1609 56 -14
1610 23 34
1611 11 47
1612 77 -31
1613 51 -11
1614 16 41
1615 10 48
1616 19 39
1617 27 31
1618 9 49
1619 20 38
1620 33 18
1621 26 31
1622 21 37
1623 13 44
1624 12 46
1625 15 43
1626 10 48
1627 22 32
1628 14 44
1629 13 45
1630 17 35
1631 43 4
1632 10 48
1633 40 18
1634 10 48
1635 13 45
1636 17 40
1637 18 40
1638 54 -27
1639 81 -48
1640 16 42
1641 50 -7
1642 11 47
1643 12 46
1644 21 36
1645 10 48
1646 10 48
1647 16 42
1648 14 44
1649 48 3
1650 63 -16
1651 13 45
1652 43 3
1653 17 41
1654 12 46
1655 21 37
1656 14 44
1657 13 45
1658 12 46
1659 15 42
1660 9 49
1661 15 43
1662 72 -31
1663 19 37
1664 80 -47
1665 11 47
1666 29 25
1667 13 45
1668 41 11
1669 22 35
1670 20 36
1671 12 46
1672 22 34
1673 24 34
1674 43 10
1675 15 43
1676 26 32
1677 61 -15
1678 81 -50
1679 52 -3
1680 13 45
1681 20 31
1682 15 42
1683 20 37
1684 12 46
1685 7 51
1686 19 39
1687 11 47
1688 12 46
1689 23 34
1690 57 -7
1691 16 41
1692 13 45
1693 12 46
1694 9 49
1695 31 25
1696 9 49
1697 10 48
1698 63 -29
1699 17 41
1700 12 46
1701 25 33
1702 25 32
1703 23 35
1704 7 51
1705 11 47
1706 11 47
1707 15 43
1708 11 47
1709 15 43
1710 20 38
1711 12 46
1712 24 33
1713 21 36
1714 13 45
1715 13 45
1716 23 33
1717 13 45
1718 9 49
1719 36 20
1720 38 19
1721 14 42
1722 36 19
1723 18 38
1724 14 44
1725 24 30
1726 14 43
1727 14 44
1728 21 37
1729 16 42
1730 10 48
1731 51 -1
1732 11 47
1733 32 26
1734 12 46
1735 18 36
1736 88 -49
1737 12 45
1738 50 1
1739 22 36
1740 42 15
1741 13 45
1742 30 21
1743 11 47
1744 17 41
1745 12 46
1746 18 40
1747 12 46
1748 20 36
1749 12 46
1750 13 45
1751 15 39
1752 14 44
1753 14 44
1754 23 31
1755 20 38
1756 91 -72
1757 12 46
1758 11 47
1759 20 38
1760 11 47
1761 71 -30
1762 15 39
1763 9 49
1764 14 44
1765 19 39
1766 17 41
1767 35 14
1768 13 45
1769 18 40
1770 11 47
1771 13 45
1772 17 41
1773 16 42
1774 13 45
1775 14 42
1776 14 44
1777 8 50
1778 15 43
1779 21 37
1780 15 39
1781 20 38
1782 14 44
1783 20 34
1784 13 45
1785 18 40
1786 33 20
1787 12 46
1788 13 45
1789 14 43
1790 17 41
1791 15 43
1792 25 33
1793 11 47
1794 17 40
1795 37 15
1796 17 41
1797 17 41
1798 28 30
1799 17 41
1800 24 34
1801 75 -43
1802 48 8
1803 19 39
1804 21 37
1805 19 39
1806 27 27
1807 37 20
1808 19 39
1809 17 38
1810 12 46
1811 44 -1
1812 8 50
1813 13 45
1814 18 38
1815 11 47
1816 16 42
1817 17 41
1818 23 35
1819 19 39
1820 14 44
1821 21 37
1822 35 20
1823 21 37
1824 47 -5
1825 14 44
1826 27 31
1827 23 34
1828 20 37
1829 71 -32
1830 12 46
1831 38 5
1832 16 42
1833 25 29
1834 12 46
1835 14 44
1836 99 -75
1837 12 46
1838 13 45
1839 30 26
1840 46 7
1841 20 38
1842 12 46
1843 14 44
1844 9 49
1845 31 26
1846 12 46
1847 26 32
1848 10 48
1849 20 38
1850 20 38
1851 12 46
1852 11 47
1853 17 41
1854 16 42
1855 12 46
1856 30 28
1857 36 21
1858 23 35
1859 12 46
1860 21 35
1861 14 44
1862 14 43
1863 54 -5
1864 17 41
1865 35 18
1866 13 45
1867 22 36
1868 80 -48
1869 13 45
1870 27 27
1871 28 30
1872 21 37
1873 11 47
1874 8 50
1875 11 47
1876 14 44
1877 23 34
1878 18 36
1879 17 41
1880 15 43
1881 15 43
1882 18 40
1883 11 47
1884 17 41
1885 19 38
1886 13 45
1887 13 45
1888 22 35
1889 35 23
1890 13 45
1891 25 33
1892 10 48
1893 19 39
1894 18 39
1895 17 41
1896 56 -11
1897 10 44
1898 9 49
1899 13 41
1900 11 47
1901 13 45
1902 18 37
1903 16 42
1904 27 31
1905 22 35
1906 13 45
1907 11 47
1908 12 46
1909 41 6
1910 15 43
1911 15 43
1912 14 44
1913 12 46
1914 12 46
1915 8 50
1916 23 32
1917 27 28
1918 9 49
1919 16 42
1920 11 47
1921 12 46
1922 19 39
1923 29 29
1924 12 46
1925 19 35
1926 12 46
1927 17 41
1928 18 38
1929 14 44
1930 28 29
1931 12 46
1932 10 48
1933 21 37
1934 14 43
1935 11 47
1936 12 46
1937 12 46
1938 12 46
1939 10 48
1940 14 44
1941 17 41
1942 33 25
1943 15 41
1944 17 41
1945 36 22
1946 18 40
1947 18 40
1948 79 -40
1949 10 48
1950 8 50
1951 18 40
1952 18 39
1953 51 -13
1954 11 47
1955 12 46
1956 23 34
1957 10 48
1958 9 49
1959 10 48
1960 28 25
1961 21 37
1962 45 -7
1963 43 9
1964 22 32
1965 13 44
1966 8 50
1967 28 30
1968 13 45
1969 56 -8
1970 11 47
1971 23 34
1972 10 47
1973 14 43
1974 13 45
1975 10 48
1976 13 45
1977 17 35
1978 20 27
1979 13 45
1980 11 47
1981 44 14
1982 21 37
1983 44 14
1984 11 47
1985 19 35
1986 13 45
1987 11 47
1988 38 11
1989 26 32
1990 22 36
1991 15 43
1992 13 45
1993 12 46
1994 18 40
1995 15 43
1996 37 18
1997 17 37
1998 65 -26
1999 14 44
2000 18 40
2001 14 44
2002 8 50
2003 22 33
2004 13 45
2005 15 43
2006 31 27
2007 27 31
2008 22 36
2009 9 49
2010 12 46
2011 17 40
2012 27 31
2013 23 34
2014 56 -7
2015 19 39
2016 27 30
2017 12 46
2018 35 22
2019 12 46
2020 12 46
2021 12 46
2022 15 43
2023 19 39
2024 54 -12
2025 19 38
2026 13 45
2027 8 50
2028 13 45
2029 11 47
2030 20 36
2031 16 42
2032 16 42
2033 31 27
2034 21 37
2035 11 47
2036 13 45
2037 17 41
2038 12 46
2039 14 44
2040 14 44
2041 19 39
2042 15 42
2043 17 41
2044 9 49
2045 32 23
2046 14 44
2047 15 43
2048 12 46
2049 9 49
2050 15 43
2051 10 48
2052 50 -2
2053 15 43
2054 14 44
2055 13 45
2056 16 42
2057 12 46
2058 10 48
2059 19 39
2060 19 39
2061 22 33
2062 15 43
2063 36 18
2064 11 47
2065 12 46
2066 20 32
2067 15 43
2068 14 44
2069 21 37
2070 31 27
2071 12 46
2072 16 42
2073 11 47
2074 17 41
2075 60 -20
2076 11 47
2077 13 45
2078 17 37
2079 24 32
2080 45 7
2081 23 34
2082 16 42
2083 11 47
2084 40 3
2085 17 41
2086 19 38
2087 17 40
2088 13 45
2089 22 34
2090 11 47
